Case,Date,Time,Street1,DisFm,Geo,Street2,P1,P2,P3,Primary,Inj,Fatal,HR,PP
91293557,"Sun., May. 17,2009",07:45,CASTRO,130,S,MARKET,BICYCLE,,,UNK,1,0,,,Castro-Upper Market
90383430,"Sun., May. 17,2009",19:51,MISSION,10,N,17TH,BICYCLE,,,22350,1,0,,,Mission,22350,Basic Speed Law
90669569,"Sun., May. 17,2009",11:55,18TH,0,X,VALENCIA,BICYCLE,AUTO,,21453A,2,0,YES,,Mission,21453A,Circular Red or Red Arrow
90255196,"Sun., May. 17,2009",21:06,16TH,0,X,CHURCH,BICYCLE,AUTO,,21201B,1,0,,,Castro-Upper Market,21201B,Equipment Requirements
91159341,"Tue., May. 19,2009",14:27,FOLSOM,6,N,20TH,BICYCLE,AUTO,,21453B,1,0,,,Mission,21453B,Circular Red or Red Arrow
90735079,"Wed., May. 20,2009",18:31,22ND,9,W,CAPP,BICYCLE,AUTO,,21650.1,1,0,,,Mission,21650.1,Right Side of Roadway
91176389,"Thu., May. 21,2009",11:09,15TH,0,X,ALBION,BICYCLE,AUTO,,21650.1,1,0,,,Mission,21650.1,Right Side of Roadway
91088916,"Mon., May. 25,2009",11:25,24TH,0,X,FLORIDA,BICYCLE,AUTO,,21658A,1,0,YES,,Mission,21658A,Laned Roadways
91013866,"Tue., May. 26,2009",15:35,MISSION,233,N,15TH,BICYCLE,AUTO,,21751,1,0,,,Mission,21751,Passing Without Sufficient Clearance
90719540,"Tue., May. 26,2009",10:00,14TH,0,X,MARKET,BICYCLE,AUTO,,21801A,1,0,,,Castro-Upper Market,21801A,Left-Turn or U-Turn
90335243,"Wed., May. 27,2009",09:10,16TH,113,W,GUERRERO,BICYCLE,AUTO,,21804,1,0,,,Mission,21804,Entry Onto Highway
90638837,"Thu., May. 28,2009",16:32,FLORIDA,172,N,26TH,BICYCLE,AUTO,,21804,1,0,,,Mission,21804,Entry Onto Highway
90847066,"Sat., May. 30,2009",08:12,MARKET,20,E,14TH,BICYCLE,AUTO,,22100B,1,0,,,Castro-Upper Market,22100B,Turning Upon a Highway
91039856,"Tue., Jun. 02,2009",14:12,ALABAMA,46,N,16TH,BICYCLE,AUTO,,22348C,1,0,,,Mission,22348C,Excessive Speed and Designated Lane Use
90256213,"Thu., Jun. 04,2009",09:05,16TH,0,X,SAN BRUNO,BICYCLE,AUTO,,22350,1,0,,,Mission,22350,Basic Speed Law
90575314,"Fri., Jun. 05,2009",13:03,14TH,68,E,VALENCIA,BICYCLE,AUTO,,22350,1,0,,,Mission,22350,Basic Speed Law
90706246,"Sat., Jun. 06,2009",19:11,22ND,0,X,GUERRERO,BICYCLE,AUTO,,22350,1,0,,,Mission,22350,Basic Speed Law
91066558,"Sat., Jun. 06,2009",21:35,25TH,0,X,FOLSOM,BICYCLE,AUTO,,22450,1,0,,,Mission,22450,Stop Requirements
90971643,"Mon., Jun. 08,2009",12:46,VALENCIA,34,S,SYCAMORE,BICYCLE,AUTO,,21650.1,1,0,,,Mission,21650.1,Right Side of Roadway
90512849,"Tue., Jun. 09,2009",11:59,BRYANT,0,X,DIVISION,BICYCLE,AUTO,,UNK,0,0,,,South Of Market
90592998,"Tue., Jun. 09,2009",13:00,DIVISION,3,E,SOUTH VAN NESS,BICYCLE,AUTO,,21202A,1,0,,,South Of Market,21202A,Operation on Roadway
90375954,"Thu., Jun. 11,2009",16:00,21ST,0,X,HARRISON,BICYCLE,AUTO,,22450,1,0,,,Mission,22450,Stop Requirements
90889773,"Thu., Jun. 11,2009",23:05,14TH,0,X,MARKET,BICYCLE,AUTO,,NS,1,0,YES,,Castro-Upper Market
