"61000US17013","17013","610","State Senate District 13, Illinois","197511","193696","28466","149691","474","4540","79","10446","3815","3498"
"61000US17014","17014","610","State Senate District 14, Illinois","186510","184097","48295","131362","337","475","34","3594","2413","2169"
"61000US17016","17016","610","State Senate District 16, Illinois","192171","188427","35225","131755","621","401","69","20356","3744","3452"
"61000US17017","17017","610","State Senate District 17, Illinois","196088","187279","127163","14765","1078","15201","183","28889","8809","8334"
