"05000US17005","17005","050","Bond County, Illinois","17633","17506","16000","1306","81","46","8","65","127","127"
"05000US17007","17007","050","Boone County, Illinois","41786","41142","37643","375","122","208","5","2789","644","629"
"05000US17009","17009","050","Brown County, Illinois","6950","6912","5580","1265","6","9","5","47","38","36"
"05000US17011","17011","050","Bureau County, Illinois","35503","35189","34365","116","61","182","10","455","314","304"
"05000US17013","17013","050","Calhoun County, Illinois","5084","5058","5023","2","16","9","0","8","26","25"
"05000US17031","17031","050","Cook County, Illinois","5376741","5240518","3025760","1405361","15496","260170","2561","531170","136223","130183"
"05000US17043","17043","050","DuPage County, Illinois","904161","888679","759924","27600","1520","71252","217","28166","15482","14855"
