,,,"D001","D002","D003","D004","D005","D006","D007","D008","D009","D010","D011","D012","D013","D014","D015","D016","D017","D018","D019","D020","D021","D022","D023","D024","D025","D026","D027","D028","D029","D030","D031","D032","D033","D034","D035","D036","D037","D038","D039","D040","D041","D042","D043","D044","D045","D046","D047","D048","D049"
,,,"Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:"
"GEO.id","GEO.id2","GEO.display-label",,"Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:"
"Id","Id2","Geography",,,"Under 5 years","5 to 9 years","10 to 14 years","15 to 17 years","18 and 19 years","20 years","21 years","22 to 24 years","25 to 29 years","30 to 34 years","35 to 39 years","40 to 44 years","45 to 49 years","50 to 54 years","55 to 59 years","60 and 61 years","62 to 64 years","65 and 66 years","67 to 69 years","70 to 74 years","75 to 79 years","80 to 84 years","85 years and over",,"Under 5 years","5 to 9 years","10 to 14 years","15 to 17 years","18 and 19 years","20 years","21 years","22 to 24 years","25 to 29 years","30 to 34 years","35 to 39 years","40 to 44 years","45 to 49 years","50 to 54 years","55 to 59 years","60 and 61 years","62 to 64 years","65 and 66 years","67 to 69 years","70 to 74 years","75 to 79 years","80 to 84 years","85 years and over"
"1000000US060750353003009",60750353003009,"Block 3009, Block Group 3, Census Tract 353, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750353004000",60750353004000,"Block 4000, Block Group 4, Census Tract 353, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750353004001",60750353004001,"Block 4001, Block Group 4, Census Tract 353, San Francisco County, California",169,81,3,4,3,5,0,1,0,10,8,8,2,6,5,4,7,1,1,1,1,3,3,3,2,88,1,6,0,2,3,3,0,5,4,6,2,10,10,8,7,3,2,1,3,3,1,3,5
"1000000US060750353004002",60750353004002,"Block 4002, Block Group 4, Census Tract 353, San Francisco County, California",168,88,4,4,5,1,2,3,1,9,8,5,4,4,7,4,6,6,2,1,2,3,3,2,2,80,1,3,6,5,0,0,1,1,7,5,7,8,3,8,2,6,2,0,2,6,1,4,2
"1000000US060750353004003",60750353004003,"Block 4003, Block Group 4, Census Tract 353, San Francisco County, California",194,93,3,3,1,8,7,1,1,3,6,4,7,3,7,11,13,2,5,2,0,0,2,1,3,101,3,4,2,2,3,0,2,13,6,2,11,8,9,7,12,3,4,0,0,2,2,3,3
"1000000US060750353004004",60750353004004,"Block 4004, Block Group 4, Census Tract 353, San Francisco County, California",160,77,4,6,4,2,1,2,3,4,5,3,9,5,4,3,4,7,0,2,1,3,2,1,2,83,0,5,3,1,3,1,3,2,2,5,6,8,4,7,10,2,1,1,4,5,2,6,2
"1000000US060750353004005",60750353004005,"Block 4005, Block Group 4, Census Tract 353, San Francisco County, California",118,59,1,5,1,3,0,0,0,2,8,5,3,6,4,6,3,0,3,0,2,1,4,1,1,59,4,2,4,1,0,0,0,1,6,5,4,3,3,8,2,3,5,1,1,1,3,1,1
"1000000US060750353004006",60750353004006,"Block 4006, Block Group 4, Census Tract 353, San Francisco County, California",150,69,3,2,4,2,3,1,1,4,5,4,4,7,4,6,4,3,0,1,3,3,2,1,2,81,1,4,2,3,2,4,3,5,9,2,4,5,4,9,6,0,3,1,3,3,3,2,3
"1000000US060750353004007",60750353004007,"Block 4007, Block Group 4, Census Tract 353, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750353004008",60750353004008,"Block 4008, Block Group 4, Census Tract 353, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750353005000",60750353005000,"Block 5000, Block Group 5, Census Tract 353, San Francisco County, California",209,102,4,3,6,4,2,1,0,4,6,6,8,8,9,7,7,9,4,1,2,4,6,0,1,107,5,4,4,5,1,0,0,5,5,10,7,7,5,7,12,3,7,2,0,8,3,3,4
"1000000US060750353005001",60750353005001,"Block 5001, Block Group 5, Census Tract 353, San Francisco County, California",233,122,1,7,5,4,4,1,3,5,15,14,9,5,8,9,9,6,1,3,3,4,3,2,1,111,4,4,5,0,3,0,2,5,13,10,3,6,7,9,10,2,4,0,4,6,2,6,6
"1000000US060750353005002",60750353005002,"Block 5002, Block Group 5, Census Tract 353, San Francisco County, California",181,88,4,2,4,3,2,1,2,8,10,8,6,8,7,2,8,1,4,1,1,2,2,0,2,93,2,1,5,4,0,2,0,4,8,10,8,9,5,7,8,4,3,4,1,0,2,3,3
"1000000US060750353005003",60750353005003,"Block 5003, Block Group 5, Census Tract 353, San Francisco County, California",242,104,5,3,6,6,1,0,1,4,3,7,8,11,6,6,13,1,1,2,3,2,6,5,4,138,9,7,5,4,5,1,3,6,11,8,9,10,9,7,9,4,4,2,4,7,6,5,3
"1000000US060750353005004",60750353005004,"Block 5004, Block Group 5, Census Tract 353, San Francisco County, California",196,99,7,7,9,3,1,1,0,5,6,7,14,5,4,5,3,5,6,1,2,1,2,1,4,97,5,6,3,2,1,1,1,3,8,7,11,6,8,7,8,5,4,1,1,2,3,3,1
"1000000US060750353005005",60750353005005,"Block 5005, Block Group 5, Census Tract 353, San Francisco County, California",126,61,5,2,5,1,2,1,0,1,4,3,5,7,8,1,4,1,2,0,0,4,2,1,2,65,3,4,2,2,3,0,2,8,0,4,5,7,4,1,3,1,2,2,3,3,3,2,1
"1000000US060750353005006",60750353005006,"Block 5006, Block Group 5, Census Tract 353, San Francisco County, California",132,58,1,0,2,2,1,1,0,3,4,6,1,3,9,5,1,2,1,3,3,2,4,3,1,74,3,0,2,4,0,0,0,1,9,5,2,6,7,3,4,1,5,0,3,6,7,2,4
"1000000US060750353006000",60750353006000,"Block 6000, Block Group 6, Census Tract 353, San Francisco County, California",182,90,4,4,2,4,1,5,5,3,5,7,3,4,8,6,10,5,2,0,1,6,2,2,1,92,2,3,5,4,0,2,3,2,7,3,5,7,8,14,7,3,3,2,2,5,1,2,2
"1000000US060750353006001",60750353006001,"Block 6001, Block Group 6, Census Tract 353, San Francisco County, California",164,77,4,4,5,2,2,0,0,5,6,5,15,3,7,3,3,3,3,1,1,0,2,2,1,87,6,4,4,1,2,0,1,3,7,7,10,7,8,6,3,2,3,1,4,3,1,3,1
"1000000US060750353006002",60750353006002,"Block 6002, Block Group 6, Census Tract 353, San Francisco County, California",168,73,4,4,5,1,0,2,0,3,2,4,3,7,7,9,4,3,2,1,2,2,4,2,2,95,5,4,6,4,3,0,2,2,10,5,4,7,6,9,4,1,2,2,1,2,11,2,3
"1000000US060750353006003",60750353006003,"Block 6003, Block Group 6, Census Tract 353, San Francisco County, California",170,86,3,8,5,3,1,1,2,6,6,7,8,5,6,10,4,1,1,3,0,0,0,4,2,84,4,2,2,4,1,0,1,5,3,3,8,6,6,9,11,0,3,2,1,3,4,3,3
"1000000US060750353006004",60750353006004,"Block 6004, Block Group 6, Census Tract 353, San Francisco County, California",168,75,3,1,2,2,1,0,3,3,6,3,3,9,10,5,3,4,6,1,3,0,4,3,0,93,3,6,7,1,1,0,1,3,6,5,6,8,9,6,9,3,5,2,1,3,5,1,2
"1000000US060750353006005",60750353006005,"Block 6005, Block Group 6, Census Tract 353, San Francisco County, California",194,90,1,5,11,5,1,1,0,2,7,4,5,4,7,9,6,4,1,2,3,1,3,6,2,104,0,6,8,7,2,0,0,3,5,2,7,6,10,8,7,2,3,1,3,6,9,5,4
"1000000US060750353006006",60750353006006,"Block 6006, Block Group 6, Census Tract 353, San Francisco County, California",200,107,4,5,5,4,2,0,0,7,12,4,11,5,9,10,3,1,6,1,6,5,4,3,0,93,0,4,5,0,1,0,1,3,6,11,5,5,9,13,8,4,3,2,3,5,2,1,2
"1000000US060750353006007",60750353006007,"Block 6007, Block Group 6, Census Tract 353, San Francisco County, California",142,68,2,2,4,4,2,0,1,1,5,5,4,1,6,9,4,1,3,2,0,4,3,2,3,74,3,1,4,1,3,2,1,4,5,4,1,2,9,8,3,1,4,1,0,6,5,2,4
"1000000US060750354001000",60750354001000,"Block 1000, Block Group 1, Census Tract 354, San Francisco County, California",148,84,9,4,5,4,2,0,0,7,4,6,4,9,8,4,6,2,3,0,1,2,1,2,1,64,1,2,2,2,1,1,1,3,2,8,2,6,2,10,9,2,1,2,1,1,2,2,1
"1000000US060750354001001",60750354001001,"Block 1001, Block Group 1, Census Tract 354, San Francisco County, California",166,77,3,3,2,4,0,0,0,2,4,9,4,4,5,8,8,5,3,0,3,1,3,2,4,89,1,0,1,3,2,1,1,7,8,6,8,7,4,6,12,6,2,2,2,2,1,3,4
"1000000US060750354001002",60750354001002,"Block 1002, Block Group 1, Census Tract 354, San Francisco County, California",94,50,2,1,1,2,0,0,1,2,1,1,8,8,4,3,7,0,2,1,0,2,3,1,0,44,3,2,0,0,1,0,0,1,2,5,4,5,1,5,5,0,2,2,2,2,0,1,1
"1000000US060750354001003",60750354001003,"Block 1003, Block Group 1, Census Tract 354, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750354001004",60750354001004,"Block 1004, Block Group 1, Census Tract 354, San Francisco County, California",75,41,0,2,0,0,0,2,0,0,6,6,7,5,3,2,1,1,2,0,1,2,1,0,0,34,3,1,0,0,0,0,0,2,3,6,4,4,2,3,0,3,0,0,0,2,0,0,1
"1000000US060750354001005",60750354001005,"Block 1005, Block Group 1, Census Tract 354, San Francisco County, California",48,25,2,3,2,0,0,1,0,2,2,2,1,0,3,3,2,0,0,1,0,1,0,0,0,23,2,0,3,1,0,1,1,0,2,3,1,1,2,1,0,1,1,1,1,0,0,0,1
"1000000US060750354001006",60750354001006,"Block 1006, Block Group 1, Census Tract 354, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750354001007",60750354001007,"Block 1007, Block Group 1, Census Tract 354, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750354001008",60750354001008,"Block 1008, Block Group 1, Census Tract 354, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750354001009",60750354001009,"Block 1009, Block Group 1, Census Tract 354, San Francisco County, California",181,92,8,6,3,2,1,0,1,4,10,5,7,3,13,5,10,2,1,2,1,2,5,1,0,89,2,4,4,2,1,0,0,2,6,9,4,10,7,5,9,2,6,3,1,4,3,2,3
"1000000US060750354001010",60750354001010,"Block 1010, Block Group 1, Census Tract 354, San Francisco County, California",156,86,3,5,3,0,1,0,2,5,4,5,5,9,17,4,4,2,1,0,5,1,3,5,2,70,0,3,3,2,2,2,0,7,4,4,3,8,9,5,5,1,2,0,1,3,5,0,1
"1000000US060750354001011",60750354001011,"Block 1011, Block Group 1, Census Tract 354, San Francisco County, California",165,71,3,3,7,1,6,1,1,4,3,1,3,6,5,7,8,1,3,0,1,3,2,1,1,94,3,4,4,3,3,0,3,8,6,2,4,7,10,6,7,2,5,3,4,2,3,3,2
"1000000US060750354001012",60750354001012,"Block 1012, Block Group 1, Census Tract 354, San Francisco County, California",179,89,5,3,4,5,2,1,1,2,9,6,8,7,9,4,9,2,1,2,1,3,1,1,3,90,6,7,8,2,0,0,0,3,3,6,8,9,7,2,9,4,2,1,2,3,5,1,2
"1000000US060750354002000",60750354002000,"Block 2000, Block Group 2, Census Tract 354, San Francisco County, California",162,83,6,0,6,2,1,2,0,3,5,5,5,6,6,7,7,1,5,0,3,3,5,3,2,79,2,0,2,5,0,1,0,3,2,4,6,7,11,3,11,3,3,1,3,5,3,2,2
"1000000US060750354002001",60750354002001,"Block 2001, Block Group 2, Census Tract 354, San Francisco County, California",172,89,2,2,4,4,1,1,1,3,9,12,2,9,6,5,8,4,2,1,3,3,2,2,3,83,5,4,2,1,1,0,0,3,9,5,6,5,4,6,6,4,4,4,3,1,1,5,4
"1000000US060750354002002",60750354002002,"Block 2002, Block Group 2, Census Tract 354, San Francisco County, California",153,80,3,1,4,3,4,0,3,4,4,8,6,9,4,5,5,3,2,1,0,4,1,2,4,73,2,2,2,2,4,0,3,3,3,6,7,6,5,3,7,1,3,1,1,2,4,4,2
"1000000US060750354002003",60750354002003,"Block 2003, Block Group 2, Census Tract 354, San Francisco County, California",160,77,4,3,4,2,1,0,0,5,7,6,7,2,4,7,10,1,4,2,3,2,0,1,2,83,5,1,1,4,2,1,2,6,5,5,7,9,2,4,13,3,4,0,1,0,2,3,3
"1000000US060750354002004",60750354002004,"Block 2004, Block Group 2, Census Tract 354, San Francisco County, California",150,79,6,1,1,1,4,2,5,5,8,7,8,7,4,5,4,2,4,1,0,4,0,0,0,71,3,1,3,1,1,0,2,3,4,6,6,2,10,10,5,3,2,2,2,1,0,3,1
"1000000US060750354002005",60750354002005,"Block 2005, Block Group 2, Census Tract 354, San Francisco County, California",159,72,5,2,5,1,2,3,0,1,4,1,5,11,4,3,6,1,4,2,4,6,1,1,0,87,1,8,1,3,4,3,1,2,2,4,7,8,8,9,3,3,6,0,1,8,3,1,1
"1000000US060750354002006",60750354002006,"Block 2006, Block Group 2, Census Tract 354, San Francisco County, California",175,93,4,6,2,5,2,1,3,1,8,5,7,8,5,12,7,5,2,0,1,3,3,1,2,82,4,4,7,3,1,0,1,3,3,6,4,4,8,12,2,6,2,0,3,4,1,3,1
"1000000US060750354002007",60750354002007,"Block 2007, Block Group 2, Census Tract 354, San Francisco County, California",131,68,5,2,6,1,1,0,0,4,4,1,5,7,12,4,6,1,1,0,0,1,2,2,3,63,2,1,2,5,0,0,0,2,2,6,2,7,9,1,13,2,2,1,1,0,2,2,1
"1000000US060750354002008",60750354002008,"Block 2008, Block Group 2, Census Tract 354, San Francisco County, California",179,88,3,4,1,5,3,0,4,7,6,6,3,8,11,6,7,2,2,1,1,3,3,1,1,91,3,1,4,7,2,2,3,1,12,2,2,12,9,4,7,2,3,0,1,1,5,5,3
"1000000US060750354003000",60750354003000,"Block 3000, Block Group 3, Census Tract 354, San Francisco County, California",215,103,3,5,5,1,1,1,1,4,6,10,13,13,2,7,14,3,0,3,2,2,3,4,0,112,7,6,6,4,4,5,0,2,5,6,9,11,7,7,7,5,3,1,1,4,6,3,3
"1000000US060750354003001",60750354003001,"Block 3001, Block Group 3, Census Tract 354, San Francisco County, California",202,96,6,7,2,3,4,1,0,2,4,5,13,14,4,6,7,4,1,3,2,2,3,3,0,106,7,5,2,2,2,3,1,6,7,9,11,5,8,6,10,3,3,1,2,4,4,3,2
"1000000US060750354003002",60750354003002,"Block 3002, Block Group 3, Census Tract 354, San Francisco County, California",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750354003003",60750354003003,"Block 3003, Block Group 3, Census Tract 354, San Francisco County, California",180,90,2,5,2,0,2,1,5,6,8,6,4,11,5,7,8,3,2,1,4,0,3,2,3,90,2,3,4,1,1,2,1,10,6,7,6,6,7,9,10,2,1,2,2,4,2,2,0
"1000000US060750354003004",60750354003004,"Block 3004, Block Group 3, Census Tract 354, San Francisco County, California",181,94,2,1,1,0,0,0,1,5,10,9,17,4,6,13,13,2,4,3,0,1,1,1,0,87,2,2,6,1,2,0,2,5,8,7,8,3,10,7,8,4,3,1,1,1,2,3,1
"1000000US060750354003005",60750354003005,"Block 3005, Block Group 3, Census Tract 354, San Francisco County, California",32,16,0,0,2,0,0,0,0,0,1,1,4,1,1,1,1,0,0,0,1,2,1,0,0,16,0,2,1,2,2,0,0,0,2,2,0,2,0,0,1,0,0,0,0,0,0,1,1
"1000000US060750354003006",60750354003006,"Block 3006, Block Group 3, Census Tract 354, San Francisco County, California",201,92,5,5,6,0,5,3,2,4,3,4,6,5,7,4,6,5,6,3,1,4,2,1,5,109,5,5,2,3,5,1,1,5,3,5,6,5,9,12,10,3,7,2,1,8,3,6,2
"1000000US060750354003007",60750354003007,"Block 3007, Block Group 3, Census Tract 354, San Francisco County, California",156,82,3,4,2,3,1,1,1,5,9,8,3,9,5,5,6,1,5,1,1,4,2,1,2,74,3,1,2,3,1,2,0,3,5,5,5,7,6,6,12,2,0,0,1,3,1,1,5
"1000000US060750354004000",60750354004000,"Block 4000, Block Group 4, Census Tract 354, San Francisco County, California",213,95,1,7,4,4,1,2,1,4,7,7,9,4,3,8,12,1,5,5,1,2,1,2,4,118,3,4,11,5,0,2,3,4,7,10,5,5,8,17,9,2,4,4,2,1,4,4,4
"1000000US060750354004001",60750354004001,"Block 4001, Block Group 4, Census Tract 354, San Francisco County, California",190,95,11,4,3,1,1,4,3,4,8,6,5,9,7,3,9,1,3,1,2,6,1,3,0,95,5,4,3,2,3,1,0,1,3,10,13,3,13,7,4,6,2,4,0,6,2,3,0
"1000000US060750354004002",60750354004002,"Block 4002, Block Group 4, Census Tract 354, San Francisco County, California",189,103,5,6,7,3,1,1,3,4,9,4,7,7,5,8,10,4,4,3,3,2,3,2,2,86,5,4,1,1,1,1,0,8,5,7,7,5,3,12,6,4,2,2,2,2,3,2,3
"1000000US060750354004003",60750354004003,"Block 4003, Block Group 4, Census Tract 354, San Francisco County, California",187,87,5,4,0,0,1,1,1,2,10,7,5,8,6,6,9,4,3,1,2,2,2,6,2,100,3,7,3,5,1,1,2,4,9,7,1,6,9,10,12,3,2,4,2,2,4,1,2
"1000000US060750354004004",60750354004004,"Block 4004, Block Group 4, Census Tract 354, San Francisco County, California",179,93,4,3,5,2,3,2,4,4,4,9,5,5,10,5,9,2,4,1,1,2,5,1,3,86,1,1,5,7,2,0,0,4,4,8,6,7,8,3,12,2,1,0,1,7,1,4,2
"1000000US060750354004005",60750354004005,"Block 4005, Block Group 4, Census Tract 354, San Francisco County, California",180,88,2,3,6,1,2,0,0,2,6,7,10,7,10,10,9,3,3,0,0,2,2,2,1,92,3,2,2,5,1,0,3,4,10,8,7,7,6,8,10,2,2,0,2,2,6,0,2
"1000000US060750354004006",60750354004006,"Block 4006, Block Group 4, Census Tract 354, San Francisco County, California",201,96,4,3,2,2,2,1,0,4,10,8,7,8,3,13,15,3,2,0,0,4,1,2,2,105,5,6,2,5,1,0,4,6,8,5,7,6,7,10,8,7,5,1,4,3,3,1,1
"1000000US060750354004007",60750354004007,"Block 4007, Block Group 4, Census Tract 354, San Francisco County, California",212,102,2,6,3,2,3,2,0,4,9,4,7,10,8,2,11,2,5,2,4,8,3,3,2,110,6,4,5,3,4,1,1,4,6,6,7,7,9,10,5,4,4,2,7,3,6,4,2
"1000000US060750354004008",60750354004008,"Block 4008, Block Group 4, Census Tract 354, San Francisco County, California",200,93,3,5,2,3,2,1,3,6,7,3,6,6,5,5,10,5,6,2,2,4,4,1,2,107,5,2,4,5,1,0,1,6,9,8,4,4,11,9,5,7,5,0,5,1,6,5,4
"1000000US060750354005000",60750354005000,"Block 5000, Block Group 5, Census Tract 354, San Francisco County, California",211,100,3,3,4,4,3,1,2,7,4,7,7,7,8,5,8,4,3,2,2,6,5,3,2,111,1,7,7,2,3,2,1,7,5,13,5,7,6,6,6,4,6,2,3,5,4,7,2
"1000000US060750354005001",60750354005001,"Block 5001, Block Group 5, Census Tract 354, San Francisco County, California",182,92,9,4,0,2,1,1,0,4,11,4,6,10,7,6,2,2,4,3,5,4,3,1,3,90,2,2,2,1,2,1,1,2,7,4,8,6,8,8,8,2,3,3,5,5,2,2,6
"1000000US060750354005002",60750354005002,"Block 5002, Block Group 5, Census Tract 354, San Francisco County, California",168,98,5,1,2,1,3,1,3,9,12,9,6,6,7,8,6,3,5,2,0,3,5,0,1,70,2,3,2,4,2,0,0,1,5,2,5,4,2,10,7,2,2,1,2,5,3,3,3
"1000000US060750354005003",60750354005003,"Block 5003, Block Group 5, Census Tract 354, San Francisco County, California",180,83,3,2,1,4,2,0,0,4,5,11,7,7,10,7,3,5,3,2,1,0,4,2,0,97,5,4,4,3,4,2,2,2,0,9,9,6,9,9,5,4,2,1,2,1,8,3,3
"1000000US060750354005004",60750354005004,"Block 5004, Block Group 5, Census Tract 354, San Francisco County, California",86,45,2,0,1,0,0,1,0,5,5,6,11,2,3,2,3,1,0,1,0,1,1,0,0,41,3,2,1,1,0,0,0,1,4,10,6,3,2,0,2,1,1,2,0,2,0,0,0
"1000000US060750354005005",60750354005005,"Block 5005, Block Group 5, Census Tract 354, San Francisco County, California",101,45,4,0,1,0,0,0,0,3,2,3,5,3,4,4,6,3,0,1,4,0,1,0,1,56,1,4,0,0,0,2,0,3,8,3,5,8,1,6,7,2,1,0,0,1,1,3,0
"1000000US060750354005006",60750354005006,"Block 5006, Block Group 5, Census Tract 354, San Francisco County, California",69,43,3,1,0,0,0,0,3,3,14,5,2,0,1,1,2,0,3,1,3,0,0,1,0,26,0,1,0,0,0,0,0,2,3,4,2,1,2,1,2,0,6,0,0,1,0,1,0
"1000000US060750354005007",60750354005007,"Block 5007, Block Group 5, Census Tract 354, San Francisco County, California",3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750354005008",60750354005008,"Block 5008, Block Group 5, Census Tract 354, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750354005009",60750354005009,"Block 5009, Block Group 5, Census Tract 354, San Francisco County, California",25,13,0,0,0,0,0,0,0,0,1,0,1,2,3,2,1,0,1,0,0,1,1,0,0,12,0,0,0,0,0,0,0,1,0,3,1,2,1,0,1,0,0,1,0,0,1,0,1
"1000000US060750354005010",60750354005010,"Block 5010, Block Group 5, Census Tract 354, San Francisco County, California",94,41,3,3,0,1,0,1,0,1,3,2,5,2,4,3,2,0,2,1,1,1,4,2,0,53,4,1,4,1,1,3,1,3,1,3,2,4,5,2,4,1,4,1,1,3,3,0,1
"1000000US060750354005011",60750354005011,"Block 5011, Block Group 5, Census Tract 354, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750401001000",60750401001000,"Block 1000, Block Group 1, Census Tract 401, San Francisco County, California",232,88,3,3,2,3,4,0,0,1,4,3,4,3,6,7,8,1,4,1,1,6,5,4,15,144,4,2,6,0,2,1,0,1,1,2,3,10,8,8,10,3,2,0,5,8,7,22,39
"1000000US060750401001001",60750401001001,"Block 1001, Block Group 1, Census Tract 401, San Francisco County, California",16,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0,9,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,0
"1000000US060750401001002",60750401001002,"Block 1002, Block Group 1, Census Tract 401, San Francisco County, California",180,75,4,4,2,3,0,0,0,3,5,10,11,5,5,2,7,0,2,2,3,5,1,1,0,105,7,8,4,1,2,0,0,7,13,6,6,12,9,6,4,2,3,4,1,5,2,1,2
"1000000US060750401001003",60750401001003,"Block 1003, Block Group 1, Census Tract 401, San Francisco County, California",178,75,5,2,4,3,0,1,0,4,5,8,9,3,2,8,9,1,1,3,1,1,2,2,1,103,7,6,3,0,0,0,3,5,8,10,15,13,6,6,7,0,3,0,4,0,1,4,2
"1000000US060750401001004",60750401001004,"Block 1004, Block Group 1, Census Tract 401, San Francisco County, California",93,44,2,0,1,0,0,0,0,0,10,9,4,1,3,4,1,2,1,1,1,0,4,0,0,49,3,2,2,3,1,0,0,0,4,11,4,2,4,2,1,1,3,3,0,1,2,0,0
"1000000US060750401001005",60750401001005,"Block 1005, Block Group 1, Census Tract 401, San Francisco County, California",156,69,9,3,0,1,0,1,0,1,9,7,9,4,7,3,7,2,1,2,1,1,0,1,0,87,7,7,2,0,0,0,0,1,13,7,6,11,3,4,6,2,2,2,3,1,4,1,5
"1000000US060750401002000",60750401002000,"Block 2000, Block Group 2, Census Tract 401, San Francisco County, California",105,46,5,0,0,0,2,1,1,6,6,4,8,1,2,4,1,0,1,0,1,0,1,0,2,59,5,1,1,1,0,0,0,1,4,7,9,4,2,6,6,0,1,0,0,2,4,1,4
"1000000US060750401002001",60750401002001,"Block 2001, Block Group 2, Census Tract 401, San Francisco County, California",74,43,0,2,1,0,0,0,0,4,11,9,1,2,0,3,2,1,1,0,2,2,0,2,0,31,0,1,0,0,0,0,0,1,11,4,2,6,0,0,2,0,2,0,0,0,1,1,0
"1000000US060750401002002",60750401002002,"Block 2002, Block Group 2, Census Tract 401, San Francisco County, California",39,21,0,1,1,0,0,0,0,1,3,2,2,2,0,2,4,0,0,1,1,0,0,0,1,18,1,0,0,0,0,0,0,3,3,2,4,0,1,2,1,0,0,0,0,0,0,1,0
"1000000US060750401002003",60750401002003,"Block 2003, Block Group 2, Census Tract 401, San Francisco County, California",296,145,5,6,1,3,2,5,3,5,17,31,18,9,7,12,7,2,5,0,1,3,2,0,1,151,6,2,5,0,0,4,3,18,27,19,10,11,8,7,10,4,5,4,4,2,1,0,1
"1000000US060750401002004",60750401002004,"Block 2004, Block Group 2, Census Tract 401, San Francisco County, California",236,118,8,3,4,1,0,0,0,9,15,11,12,18,11,2,8,2,6,0,2,1,4,0,1,118,5,4,3,1,0,2,1,6,13,14,10,10,5,7,15,5,1,1,3,3,2,3,4
"1000000US060750401002005",60750401002005,"Block 2005, Block Group 2, Census Tract 401, San Francisco County, California",311,138,12,4,5,1,1,0,3,2,12,13,12,9,5,8,17,2,7,2,2,7,5,3,6,173,7,1,2,3,0,0,0,11,16,21,15,5,11,9,9,4,6,4,5,6,13,17,8
"1000000US060750401003000",60750401003000,"Block 3000, Block Group 3, Census Tract 401, San Francisco County, California",206,100,4,2,1,2,0,1,0,4,23,9,10,10,9,10,3,3,0,0,1,4,2,1,1,106,3,0,1,1,0,1,3,11,21,13,12,6,5,11,4,1,1,1,3,4,2,1,1
