,,,"D001","D002","D003","D004","D005","D006","D007","D008","D009","D010","D011","D012","D013","D014","D015","D016","D017","D018","D019","D020","D021","D022","D023","D024","D025","D026","D027","D028","D029","D030","D031","D032","D033","D034","D035","D036","D037","D038","D039","D040","D041","D042","D043","D044","D045","D046","D047","D048","D049"
,,,"Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:","Total:"
"GEO.id","GEO.id2","GEO.display-label",,"Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Male:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:","Female:"
"Id","Id2","Geography",,,"Under 5 years","5 to 9 years","10 to 14 years","15 to 17 years","18 and 19 years","20 years","21 years","22 to 24 years","25 to 29 years","30 to 34 years","35 to 39 years","40 to 44 years","45 to 49 years","50 to 54 years","55 to 59 years","60 and 61 years","62 to 64 years","65 and 66 years","67 to 69 years","70 to 74 years","75 to 79 years","80 to 84 years","85 years and over",,"Under 5 years","5 to 9 years","10 to 14 years","15 to 17 years","18 and 19 years","20 years","21 years","22 to 24 years","25 to 29 years","30 to 34 years","35 to 39 years","40 to 44 years","45 to 49 years","50 to 54 years","55 to 59 years","60 and 61 years","62 to 64 years","65 and 66 years","67 to 69 years","70 to 74 years","75 to 79 years","80 to 84 years","85 years and over"
"1000000US060750122021000",60750122021000,"Block 1000, Block Group 1, Census Tract 122.02, San Francisco County, California",296,178,2,3,6,2,6,1,2,7,24,22,15,19,15,17,15,7,4,3,1,4,2,1,0,118,3,6,5,2,3,0,2,12,16,5,9,8,6,8,10,8,2,1,2,2,5,1,2
"1000000US060750122021001",60750122021001,"Block 1001, Block Group 1, Census Tract 122.02, San Francisco County, California",129,84,3,2,5,0,0,1,2,4,7,13,7,3,11,1,11,2,2,1,4,2,2,1,0,45,3,1,1,1,0,1,1,2,6,5,6,3,2,2,2,1,4,1,2,1,0,0,0
"1000000US060750122021002",60750122021002,"Block 1002, Block Group 1, Census Tract 122.02, San Francisco County, California",437,248,2,0,3,0,1,2,0,9,7,10,27,20,42,52,40,8,13,2,5,3,2,0,0,189,0,0,0,0,2,3,1,2,12,8,11,26,35,44,17,8,6,3,7,1,1,0,2
"1000000US060750122021003",60750122021003,"Block 1003, Block Group 1, Census Tract 122.02, San Francisco County, California",266,145,3,0,1,1,0,0,1,9,25,13,16,20,17,9,7,0,11,2,1,5,1,1,2,121,4,3,0,0,1,3,1,10,30,13,11,12,6,4,7,1,4,0,2,1,5,2,1
"1000000US060750122021004",60750122021004,"Block 1004, Block Group 1, Census Tract 122.02, San Francisco County, California",655,401,7,7,8,7,6,2,4,14,38,24,19,35,29,33,58,17,21,15,15,17,10,12,3,254,7,5,1,3,3,1,3,17,19,12,13,18,10,27,37,13,17,9,7,12,8,7,5
"1000000US060750122021005",60750122021005,"Block 1005, Block Group 1, Census Tract 122.02, San Francisco County, California",209,156,9,5,1,1,3,8,8,23,37,29,13,4,5,6,1,0,1,0,0,2,0,0,0,53,4,3,2,2,1,6,3,5,14,5,2,2,2,1,0,0,0,0,0,0,1,0,0
"1000000US060750122021006",60750122021006,"Block 1006, Block Group 1, Census Tract 122.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750122021007",60750122021007,"Block 1007, Block Group 1, Census Tract 122.02, San Francisco County, California",67,42,1,0,0,0,0,0,0,0,1,6,10,8,6,2,3,2,1,0,1,0,0,0,1,25,1,0,0,0,0,0,0,0,3,6,3,4,1,3,2,0,0,0,0,0,1,0,1
"1000000US060750122021008",60750122021008,"Block 1008, Block Group 1, Census Tract 122.02, San Francisco County, California",522,312,7,5,5,5,11,5,1,35,56,46,26,24,22,22,16,4,7,4,2,2,4,3,0,210,13,4,4,3,7,5,10,25,48,24,16,12,9,4,6,3,2,0,4,5,3,0,3
"1000000US060750122021009",60750122021009,"Block 1009, Block Group 1, Census Tract 122.02, San Francisco County, California",171,104,4,0,0,1,1,1,3,10,17,6,7,5,4,20,16,1,3,4,0,0,0,1,0,67,1,0,0,1,1,3,4,6,10,8,5,6,7,4,2,5,0,0,1,2,1,0,0
"1000000US060750122021010",60750122021010,"Block 1010, Block Group 1, Census Tract 122.02, San Francisco County, California",94,60,1,2,1,0,0,3,0,3,8,7,4,6,4,1,4,3,2,3,1,4,1,0,2,34,0,1,0,1,0,1,0,5,9,2,6,3,2,1,1,0,1,0,0,0,1,0,0
"1000000US060750122021011",60750122021011,"Block 1011, Block Group 1, Census Tract 122.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750122021012",60750122021012,"Block 1012, Block Group 1, Census Tract 122.02, San Francisco County, California",103,67,2,0,0,0,0,0,1,16,26,6,3,5,3,2,3,0,0,0,0,0,0,0,0,36,1,1,0,0,1,0,3,7,9,5,4,1,0,1,1,0,0,0,0,1,0,0,1
"1000000US060750122021013",60750122021013,"Block 1013, Block Group 1, Census Tract 122.02, San Francisco County, California",37,30,0,0,0,0,0,0,0,0,0,0,3,1,6,6,8,1,2,0,2,0,1,0,0,7,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0
"1000000US060750123011000",60750123011000,"Block 1000, Block Group 1, Census Tract 123.01, San Francisco County, California",73,43,0,0,0,0,1,0,1,5,10,1,0,0,1,4,6,0,3,3,4,1,1,1,1,30,0,0,0,0,0,0,1,14,7,0,2,1,2,0,2,0,0,0,0,1,0,0,0
"1000000US060750123011001",60750123011001,"Block 1001, Block Group 1, Census Tract 123.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750123011002",60750123011002,"Block 1002, Block Group 1, Census Tract 123.01, San Francisco County, California",128,56,0,0,0,0,0,0,0,1,0,3,1,2,2,2,2,2,3,0,0,9,15,11,3,72,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,6,7,19,11,13,9
"1000000US060750123011003",60750123011003,"Block 1003, Block Group 1, Census Tract 123.01, San Francisco County, California",15,12,0,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,0,0,0,0,0,3,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1000000US060750123011004",60750123011004,"Block 1004, Block Group 1, Census Tract 123.01, San Francisco County, California",4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750123011005",60750123011005,"Block 1005, Block Group 1, Census Tract 123.01, San Francisco County, California",1142,751,6,4,4,9,12,9,7,31,47,38,40,67,88,94,90,23,32,11,19,42,36,26,16,391,10,12,7,8,10,1,3,21,19,15,9,24,30,27,25,10,14,7,16,37,36,29,21
"1000000US060750123011006",60750123011006,"Block 1006, Block Group 1, Census Tract 123.01, San Francisco County, California",159,94,1,1,0,2,1,3,4,14,10,3,1,3,8,3,12,2,4,2,0,5,6,7,2,65,1,0,1,0,4,1,0,13,4,3,4,4,6,6,2,1,2,4,1,6,1,1,0
"1000000US060750123012000",60750123012000,"Block 2000, Block Group 2, Census Tract 123.01, San Francisco County, California",1213,787,23,29,22,23,6,16,17,58,96,73,63,76,63,68,49,22,21,11,12,12,8,17,2,426,29,10,13,13,7,1,8,31,53,33,36,33,37,31,35,8,14,6,5,10,8,2,3
"1000000US060750123021000",60750123021000,"Block 1000, Block Group 1, Census Tract 123.02, San Francisco County, California",942,511,12,5,4,4,66,27,11,65,92,59,34,30,25,16,14,12,10,6,7,7,4,1,0,431,5,3,5,6,83,34,14,62,89,32,27,20,11,8,16,4,2,1,2,4,1,2,0
"1000000US060750123021001",60750123021001,"Block 1001, Block Group 1, Census Tract 123.02, San Francisco County, California",821,480,2,3,8,1,10,13,14,40,75,51,35,34,34,31,34,25,28,5,9,10,10,4,4,341,5,2,3,2,21,7,10,46,66,30,24,25,27,13,14,5,14,4,6,9,5,2,1
"1000000US060750123022000",60750123022000,"Block 2000, Block Group 2, Census Tract 123.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750123022001",60750123022001,"Block 2001, Block Group 2, Census Tract 123.02, San Francisco County, California",139,96,3,1,0,0,1,0,1,3,15,1,12,8,15,3,12,3,7,4,6,0,1,0,0,43,0,0,0,1,0,0,2,8,5,3,0,2,4,3,6,1,1,1,0,4,1,0,1
"1000000US060750123022002",60750123022002,"Block 2002, Block Group 2, Census Tract 123.02, San Francisco County, California",448,231,2,0,2,1,1,2,2,17,49,26,14,13,15,16,18,7,8,6,11,9,8,2,2,217,2,2,2,1,6,4,0,22,56,33,8,7,10,17,16,6,6,6,2,5,4,1,1
"1000000US060750123022003",60750123022003,"Block 2003, Block Group 2, Census Tract 123.02, San Francisco County, California",191,87,0,0,0,0,2,0,2,16,14,10,5,7,5,5,5,1,1,3,2,4,1,2,2,104,1,0,0,0,4,8,6,23,24,4,5,2,3,4,7,0,2,0,3,4,2,2,0
"1000000US060750123022004",60750123022004,"Block 2004, Block Group 2, Census Tract 123.02, San Francisco County, California",391,247,3,2,2,1,0,0,0,2,13,22,9,21,32,50,39,7,9,8,6,8,8,5,0,144,4,3,3,0,4,0,2,5,14,14,13,15,10,19,16,4,3,1,2,2,7,0,3
"1000000US060750123022005",60750123022005,"Block 2005, Block Group 2, Census Tract 123.02, San Francisco County, California",141,94,1,0,0,1,0,4,4,9,22,10,5,7,8,10,4,1,5,0,2,0,1,0,0,47,1,1,0,0,0,0,2,4,11,7,0,3,2,1,5,0,6,1,1,0,0,2,0
"1000000US060750124011000",60750124011000,"Block 1000, Block Group 1, Census Tract 124.01, San Francisco County, California",441,302,9,9,6,5,3,7,8,16,42,48,27,21,25,20,19,10,7,3,4,4,6,1,2,139,3,9,4,2,2,4,0,14,18,16,12,12,11,10,4,6,5,1,1,2,0,2,1
"1000000US060750124011001",60750124011001,"Block 1001, Block Group 1, Census Tract 124.01, San Francisco County, California",767,466,18,8,20,11,8,8,9,38,52,43,35,39,32,39,37,8,11,5,9,12,9,10,5,301,9,11,10,9,3,5,4,18,34,28,18,26,15,27,13,6,9,5,6,9,8,13,15
"1000000US060750124011002",60750124011002,"Block 1002, Block Group 1, Census Tract 124.01, San Francisco County, California",737,431,6,19,7,6,5,9,6,31,32,37,34,29,38,48,47,20,10,10,10,14,9,3,1,306,7,14,6,6,5,6,4,11,20,18,22,27,17,19,27,10,6,8,9,28,16,11,9
"1000000US060750124012000",60750124012000,"Block 2000, Block Group 2, Census Tract 124.01, San Francisco County, California",959,648,16,17,16,16,14,8,11,32,71,38,38,62,76,72,65,32,21,12,6,8,10,2,5,311,15,15,15,9,10,3,3,22,16,14,23,37,35,29,24,8,6,2,3,9,7,3,3
"1000000US060750124012001",60750124012001,"Block 2001, Block Group 2, Census Tract 124.01, San Francisco County, California",1498,987,48,28,30,22,20,17,25,85,175,115,76,65,55,55,56,18,29,20,12,18,8,7,3,511,38,36,21,11,12,8,7,36,61,38,31,36,38,35,32,11,11,10,12,12,9,3,3
"1000000US060750124012002",60750124012002,"Block 2002, Block Group 2, Census Tract 124.01, San Francisco County, California",673,440,15,10,6,7,7,5,6,42,53,45,49,37,33,30,29,6,12,9,9,12,8,5,5,233,19,4,7,3,6,6,9,21,35,28,20,14,10,14,11,1,8,0,1,3,8,3,2
"1000000US060750124021000",60750124021000,"Block 1000, Block Group 1, Census Tract 124.02, San Francisco County, California",508,293,8,5,1,1,16,8,8,70,84,26,18,10,3,1,11,6,5,3,3,1,3,2,0,215,4,5,1,3,5,2,2,84,51,17,6,6,3,5,5,5,0,1,6,2,1,1,0
"1000000US060750124021001",60750124021001,"Block 1001, Block Group 1, Census Tract 124.02, San Francisco County, California",283,173,4,2,2,5,2,1,0,8,19,8,7,14,21,27,22,12,7,1,5,2,3,1,0,110,8,6,1,4,1,4,2,7,12,8,7,6,6,13,11,1,5,1,1,3,2,1,0
"1000000US060750124021002",60750124021002,"Block 1002, Block Group 1, Census Tract 124.02, San Francisco County, California",3,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124021003",60750124021003,"Block 1003, Block Group 1, Census Tract 124.02, San Francisco County, California",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124021004",60750124021004,"Block 1004, Block Group 1, Census Tract 124.02, San Francisco County, California",105,79,0,0,0,0,0,2,2,6,12,4,4,9,21,11,7,0,0,0,0,0,0,0,1,26,0,0,0,0,2,3,0,4,3,0,0,6,3,3,2,0,0,0,0,0,0,0,0
"1000000US060750124021005",60750124021005,"Block 1005, Block Group 1, Census Tract 124.02, San Francisco County, California",5,4,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124021006",60750124021006,"Block 1006, Block Group 1, Census Tract 124.02, San Francisco County, California",155,115,1,0,0,0,0,0,1,0,4,6,10,13,12,16,19,5,8,9,3,7,0,1,0,40,0,0,0,0,0,0,0,0,3,5,3,2,7,12,4,1,0,1,1,1,0,0,0
"1000000US060750124021007",60750124021007,"Block 1007, Block Group 1, Census Tract 124.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022000",60750124022000,"Block 2000, Block Group 2, Census Tract 124.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022001",60750124022001,"Block 2001, Block Group 2, Census Tract 124.02, San Francisco County, California",4,3,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022002",60750124022002,"Block 2002, Block Group 2, Census Tract 124.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022003",60750124022003,"Block 2003, Block Group 2, Census Tract 124.02, San Francisco County, California",2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022004",60750124022004,"Block 2004, Block Group 2, Census Tract 124.02, San Francisco County, California",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022005",60750124022005,"Block 2005, Block Group 2, Census Tract 124.02, San Francisco County, California",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022006",60750124022006,"Block 2006, Block Group 2, Census Tract 124.02, San Francisco County, California",21,11,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0,2,2,0,0,1,0,0,0,10,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,1,2,2,0,0
"1000000US060750124022007",60750124022007,"Block 2007, Block Group 2, Census Tract 124.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022008",60750124022008,"Block 2008, Block Group 2, Census Tract 124.02, San Francisco County, California",3,3,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022009",60750124022009,"Block 2009, Block Group 2, Census Tract 124.02, San Francisco County, California",5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022010",60750124022010,"Block 2010, Block Group 2, Census Tract 124.02, San Francisco County, California",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022011",60750124022011,"Block 2011, Block Group 2, Census Tract 124.02, San Francisco County, California",2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022012",60750124022012,"Block 2012, Block Group 2, Census Tract 124.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022013",60750124022013,"Block 2013, Block Group 2, Census Tract 124.02, San Francisco County, California",39,21,0,0,1,0,3,1,0,2,3,0,0,2,0,3,3,0,0,0,0,2,0,1,0,18,0,0,1,0,1,1,0,1,2,1,0,0,1,1,3,1,2,1,0,0,0,1,1
"1000000US060750124022014",60750124022014,"Block 2014, Block Group 2, Census Tract 124.02, San Francisco County, California",280,184,5,2,3,1,0,3,2,8,33,35,26,19,20,14,6,4,1,1,0,1,0,0,0,96,4,4,2,3,1,1,3,7,23,18,13,8,4,2,1,0,0,0,1,0,0,1,0
"1000000US060750124022015",60750124022015,"Block 2015, Block Group 2, Census Tract 124.02, San Francisco County, California",512,330,0,0,1,0,1,5,3,18,60,53,20,29,31,26,19,17,11,7,7,7,6,3,6,182,4,1,0,0,3,6,1,18,30,24,16,10,12,13,9,2,6,2,7,5,4,6,3
"1000000US060750124022016",60750124022016,"Block 2016, Block Group 2, Census Tract 124.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022017",60750124022017,"Block 2017, Block Group 2, Census Tract 124.02, San Francisco County, California",109,61,1,0,0,0,43,12,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,28,11,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022018",60750124022018,"Block 2018, Block Group 2, Census Tract 124.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124022019",60750124022019,"Block 2019, Block Group 2, Census Tract 124.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124023000",60750124023000,"Block 3000, Block Group 3, Census Tract 124.02, San Francisco County, California",256,145,5,7,5,6,2,5,4,7,15,14,9,14,10,10,7,3,9,1,3,4,4,1,0,111,2,2,7,8,3,0,3,5,9,11,8,12,8,7,12,2,5,0,0,4,3,0,0
"1000000US060750124023001",60750124023001,"Block 3001, Block Group 3, Census Tract 124.02, San Francisco County, California",194,131,1,0,0,5,2,4,7,17,18,16,18,10,9,5,9,1,3,0,2,2,0,2,0,63,2,2,0,0,1,2,4,5,21,11,2,2,2,4,0,1,0,2,1,0,0,1,0
"1000000US060750124023002",60750124023002,"Block 3002, Block Group 3, Census Tract 124.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750124023003",60750124023003,"Block 3003, Block Group 3, Census Tract 124.02, San Francisco County, California",141,97,0,1,0,0,0,0,0,1,2,15,5,4,5,6,7,10,14,6,4,7,9,1,0,44,2,0,1,1,0,0,0,0,6,4,6,0,4,2,7,2,2,2,1,2,2,0,0
"1000000US060750124023004",60750124023004,"Block 3004, Block Group 3, Census Tract 124.02, San Francisco County, California",631,379,24,15,19,11,6,2,2,20,28,16,24,42,40,44,36,8,8,8,11,8,5,2,0,252,33,25,6,5,0,5,0,13,11,21,31,26,23,23,10,5,4,5,2,3,1,0,0
"1000000US060750124023005",60750124023005,"Block 3005, Block Group 3, Census Tract 124.02, San Francisco County, California",138,87,0,5,2,0,3,1,0,3,8,17,4,11,5,3,3,4,4,0,5,1,2,6,0,51,2,3,3,3,0,1,1,5,4,8,8,4,1,2,4,0,0,1,0,0,1,0,0
"1000000US060750124023006",60750124023006,"Block 3006, Block Group 3, Census Tract 124.02, San Francisco County, California",573,281,4,0,4,2,0,2,2,9,32,38,26,21,10,11,9,2,2,3,4,23,33,25,19,292,3,1,6,4,3,2,1,18,26,23,10,9,11,6,5,2,3,3,11,33,40,42,30
"1000000US060750124023007",60750124023007,"Block 3007, Block Group 3, Census Tract 124.02, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750125011000",60750125011000,"Block 1000, Block Group 1, Census Tract 125.01, San Francisco County, California",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750125011001",60750125011001,"Block 1001, Block Group 1, Census Tract 125.01, San Francisco County, California",596,373,9,3,5,5,10,7,6,20,50,38,29,22,38,35,31,8,10,4,5,11,5,10,12,223,11,9,6,1,2,0,3,12,29,10,13,14,10,22,15,7,10,6,3,19,10,10,1
"1000000US060750125011002",60750125011002,"Block 1002, Block Group 1, Census Tract 125.01, San Francisco County, California",1047,559,55,39,35,18,12,3,4,23,63,45,49,37,31,40,27,12,15,9,12,10,5,11,4,488,42,36,22,17,3,6,4,26,46,48,32,27,31,22,38,11,11,8,11,20,8,11,8
"1000000US060750125011003",60750125011003,"Block 1003, Block Group 1, Census Tract 125.01, San Francisco County, California",1994,1421,43,17,20,0,2,3,5,11,72,75,9,117,273,194,277,65,35,26,43,37,29,31,37,573,19,25,7,25,3,0,3,31,54,74,44,57,32,18,37,10,27,17,5,23,24,16,22
"1000000US060750125011004",60750125011004,"Block 1004, Block Group 1, Census Tract 125.01, San Francisco County, California",58,40,0,0,0,0,0,0,0,0,0,3,4,4,1,15,9,1,1,0,0,2,0,0,0,18,0,0,1,0,0,1,0,0,0,0,0,0,5,4,3,1,2,1,0,0,0,0,0
"1000000US060750125011005",60750125011005,"Block 1005, Block Group 1, Census Tract 125.01, San Francisco County, California",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750125011006",60750125011006,"Block 1006, Block Group 1, Census Tract 125.01, San Francisco County, California",2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000000US060750125011007",60750125011007,"Block 1007, Block Group 1, Census Tract 125.01, San Francisco County, California",89,54,1,2,0,0,1,1,4,6,10,10,6,2,7,2,1,0,1,0,0,0,0,0,0,35,0,3,0,2,1,2,2,0,7,5,4,4,1,2,0,1,0,1,0,0,0,0,0
"1000000US060750125012000",60750125012000,"Block 2000, Block Group 2, Census Tract 125.01, San Francisco County, California",2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1000000US060750125012001",60750125012001,"Block 2001, Block Group 2, Census Tract 125.01, San Francisco County, California",121,55,1,1,0,1,13,5,4,5,11,2,1,2,1,2,2,1,1,0,0,0,0,1,1,66,0,1,0,1,27,10,4,7,7,0,0,2,2,1,2,0,2,0,0,0,0,0,0
"1000000US060750125012002",60750125012002,"Block 2002, Block Group 2, Census Tract 125.01, San Francisco County, California",571,336,11,10,9,6,5,4,2,12,13,12,17,34,49,46,43,16,14,4,8,11,6,2,2,235,14,15,12,4,4,2,2,7,14,13,18,24,24,23,22,12,7,2,5,5,1,3,2
"1000000US060750125012003",60750125012003,"Block 2003, Block Group 2, Census Tract 125.01, San Francisco County, California",687,545,0,2,5,3,0,4,2,11,14,17,30,54,63,115,81,28,43,25,17,18,7,4,2,142,1,2,2,0,1,0,0,1,9,6,11,21,26,15,20,7,8,4,2,4,2,0,0
"1000000US060750125012004",60750125012004,"Block 2004, Block Group 2, Census Tract 125.01, San Francisco County, California",116,75,0,0,1,1,0,0,0,0,5,5,10,14,12,11,6,3,2,1,3,1,0,0,0,41,3,1,1,0,1,0,1,0,0,1,8,5,5,6,3,0,1,0,2,1,2,0,0
"1000000US060750125012005",60750125012005,"Block 2005, Block Group 2, Census Tract 125.01, San Francisco County, California",50,38,0,0,0,0,0,1,0,4,6,15,3,6,1,0,1,0,1,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,3,2,2,2,1,0,0,0,1,0,0,0,0,0,0
"1000000US060750125021000",60750125021000,"Block 1000, Block Group 1, Census Tract 125.02, San Francisco County, California",745,458,2,3,2,2,2,3,1,6,12,14,16,20,41,48,59,27,33,12,25,38,39,28,25,287,2,0,1,1,0,2,4,6,4,8,12,10,15,17,35,14,8,6,18,46,38,23,17
"1000000US060750125021001",60750125021001,"Block 1001, Block Group 1, Census Tract 125.02, San Francisco County, California",1215,722,10,5,16,10,17,9,11,36,80,55,41,43,42,85,81,24,28,12,15,30,24,28,20,493,14,8,11,7,4,2,6,20,26,18,18,33,41,42,35,13,23,12,20,29,40,34,37
